Tree,BS,DBH,DB,V,WP
5057,1,20.3,89,2,0
5058,0,15.6,81,4,0
5059,1,17.6,66,1,0
5060,0,22.4,38,3,0
5061,0,31.2,29,2,1
5062,1,27.7,92,3,0
5063,0,4.2,55,4,0
5064,1,27.3,28,0,0
5065,0,10.4,46,0,0
5066,0,9.7,73,2,0
5067,1,36.7,48,4,0
5068,1,18.7,57,1,0
5069,1,26.2,96,4,0
5070,0,5.3,91,0,0
5071,0,2.1,59,2,1
5072,1,18.6,93,3,0
5073,1,0.6,34,1,0
5074,1,19.7,52,1,0
5075,1,15,74,1,1
5076,1,14.2,33,2,1
5077,1,6.1,85,4,0
5078,1,5,49,2,0
5079,0,16.7,98,5,0
5080,0,9.2,13,5,0
5081,1,26.6,43,1,1
5082,0,22.5,71,4,0
5083,1,39.1,64,2,1
5084,0,27.5,98,3,1
5085,0,20.3,39,2,0
5086,0,37.9,68,2,1
5087,0,3.6,25,3,1
5088,0,12.3,36,4,0
5089,1,14.3,62,1,0
5090,0,18,71,1,1
5091,1,10.3,47,1,0
5092,0,31.8,94,3,1
5093,1,21.9,45,2,0
5094,1,38.2,70,5,0
5095,1,20,40,4,0
5096,0,3,87,3,0
5097,0,5.6,45,3,1
5098,0,3.1,6,2,1
5099,1,28.2,40,2,0
5100,1,29.4,23,0,0
5101,1,14.7,14,2,1
5102,0,25.3,69,5,1
5103,1,23.8,3,5,0
5104,1,26.1,18,5,1
5105,0,36.4,4,1,1
5106,0,38,39,1,1
5107,0,18.1,30,1,0
5108,1,30.7,73,5,1
5109,1,27.8,39,4,1
5110,0,13.4,48,2,1
5111,0,30.5,14,4,0
5112,1,37.3,99,5,1
5113,1,36.9,95,3,1
5114,0,2.7,22,2,1
5115,1,13.4,61,4,0
5116,0,8.7,62,2,0
5117,1,32.4,25,2,0
5118,1,5,6,2,1
5119,0,35.5,54,4,1
5120,1,36.2,62,4,1
5121,0,26.1,51,1,0
5122,1,29,90,5,1
5123,0,4.6,62,4,1
5124,0,27.6,37,3,0
5125,1,18.3,61,1,0
5126,1,39.4,37,4,1
5127,1,36,66,3,1
5128,1,5.3,54,5,0
5129,1,25,5,0,0
5130,1,36.3,10,4,1
5131,0,11.8,13,2,0
5132,1,27.9,7,4,0
5133,0,24,73,2,1
5134,0,0.2,53,2,0
5135,0,39.1,64,2,1
5136,1,33,63,1,1
5137,0,19.6,8,1,0
5138,0,4.8,86,3,1
5139,1,32.2,5,1,0
5140,0,12.2,65,3,0
5141,1,7.5,54,4,0
5142,0,5.8,26,1,0
5143,1,13.1,97,1,0
5144,0,19.3,86,5,0
5145,0,9.8,39,5,1
5146,0,1.1,72,2,0
5147,1,12.3,40,3,0
5148,0,6.6,30,5,0
5149,1,38.5,23,1,0
5150,0,5.7,57,4,1
5151,0,23.1,22,4,1
5152,1,9,85,4,0
5153,0,7.5,13,3,0
5154,1,8.6,12,3,1
5155,0,22.7,60,2,0
5156,0,11.1,19,1,0
5157,0,21.2,30,3,1
5158,0,14.5,75,5,0
5159,0,0.6,49,0,1
5160,1,17.6,85,4,0
5161,0,39.4,48,2,1
5162,0,3.5,84,0,1
5163,0,33.9,89,4,0
5164,1,18.8,24,4,0
5165,0,7.1,15,5,0
5166,0,9.3,71,4,1
5167,0,1,93,1,1
5168,1,9.4,9,5,1
5169,1,3.9,73,2,0
5170,1,30,73,4,0
5171,1,22.5,72,1,1
5172,0,27.4,12,3,1
5173,1,12.7,20,3,1
5174,1,31,65,2,0
5175,1,11.5,14,0,1
5176,0,0,7,1,1
5177,1,6.1,63,2,1
5178,1,15.6,22,4,0
5179,1,38.9,53,2,1
5180,1,38.5,98,0,1
5181,1,1.7,16,1,0
5182,0,23.1,68,1,1
5183,1,22.9,18,4,1
5184,0,20.8,51,3,1
5185,0,24.6,69,2,1
5186,1,17,75,2,0
5187,1,19.2,22,2,0
5188,0,26,62,4,1
5189,0,17.6,77,1,1
5190,1,38.7,14,0,1
5191,1,4.4,34,3,0
5192,1,12.5,99,3,1
5193,1,35,65,3,1
5194,1,5.9,93,1,1
5195,1,20.8,47,5,1
5196,1,26.9,79,2,0
5197,0,31.3,65,2,1
5198,1,5.8,68,5,0
5199,1,30.1,74,4,0
5200,1,16.1,79,4,1
5201,0,13.1,3,4,0
5202,1,10.1,51,3,1
5203,0,32.7,36,2,0
5204,1,4.4,80,4,0
5205,0,13.4,87,3,0
5206,1,2.3,43,1,0
5207,1,2.4,91,2,0
5208,1,7.7,7,0,0
5209,0,34.8,49,2,0
5210,0,31,85,0,0
5211,0,17.4,42,3,1
5212,0,20.2,11,3,0
5213,0,16.7,12,0,1
5214,0,11.6,44,2,1
5215,0,36.3,57,4,0
5216,0,30,86,1,1
5217,1,24.8,58,3,0
5218,1,2.3,10,5,0
5219,1,36.4,41,3,1
5220,1,3.1,31,3,0
5221,0,38.6,48,3,0
5222,0,9.4,39,3,1
5223,0,8.7,84,0,0
5224,0,24.8,10,0,0
5225,1,29.7,77,3,0
5226,0,32,37,2,1
5227,1,4.9,81,4,0
5228,0,14.2,94,2,0
5229,0,30.3,88,3,0
5230,1,40,59,2,0
5231,1,33.4,55,4,0
5232,1,39.5,25,4,0
5233,1,10.7,19,3,1
5234,1,31.2,40,4,0
5235,1,11.4,88,4,0
5236,1,25.2,62,4,0
5237,0,17.8,30,2,0
5238,0,30.5,55,2,1
5239,0,0.5,21,2,0
5240,0,19.5,43,4,0
5241,1,7.5,16,2,0
5242,0,35.8,30,5,0
5243,0,34.7,51,4,1
5244,0,36.2,67,2,0
5245,1,24.1,99,3,1
5246,0,21.8,59,5,1
5247,1,0.4,71,3,0
5248,1,21.5,76,1,0
5249,1,28.6,86,3,0
5250,0,2,83,2,0
5251,0,37.4,3,4,1
5252,0,27.3,70,4,0
5253,1,20.4,44,3,0
5254,0,0.4,8,0,0
5255,0,38.6,26,2,1
5256,1,11.1,50,3,0
5257,1,31.7,62,4,1
5258,1,34.2,13,3,1
5259,1,18.6,78,3,0
5260,0,38.8,60,0,0
5261,1,15.8,4,5,0
5262,0,34.7,72,4,0
5263,1,37.4,78,2,1
5264,1,2.2,17,3,1
5265,0,23.4,50,4,1
5266,0,18.4,83,3,0
5267,1,38.3,36,1,0
5268,0,12.5,89,3,1
5269,1,14.8,44,2,0
5270,1,12.1,47,0,1
5271,0,25.9,66,2,1
5272,0,7.8,13,4,0
5273,1,24.1,80,2,0
5274,1,39.1,13,0,1
5275,1,0.8,38,1,0
5276,0,33.3,91,1,1
5277,1,16.1,62,3,1
5278,0,28.4,11,2,0
5279,1,28.1,7,2,1
5280,1,15.2,92,2,0
5281,0,37.8,23,5,1
5282,0,26.7,96,2,0
5283,1,37.7,81,5,1
5284,0,10.8,8,3,1
5285,1,26.6,71,5,1
5286,0,30.5,18,1,1
5287,1,15.8,88,1,1
5288,0,37.4,66,5,1
5289,1,17,92,2,1
5290,1,26,43,3,0
5291,1,38.6,58,3,0
5292,0,10.3,7,0,1
5293,1,15.2,64,1,0
5294,0,0.9,69,2,0
5295,0,4.8,64,5,0
5296,1,18.2,83,4,1
5297,1,31.6,9,5,0
5298,1,26.1,6,3,1
5299,1,36.7,87,2,0
5300,1,7,94,4,0
5301,0,14.9,77,5,1
5302,0,19.3,52,2,1
5303,1,8.9,17,3,0
5304,0,21.7,5,0,0
5305,0,16.4,45,1,1
5306,1,15.4,26,1,0
5307,0,36.1,37,3,1
5308,1,0.9,92,3,0
5309,0,34.1,47,5,0
5310,1,10.3,54,4,0
5311,1,10.8,13,1,0
5312,1,28.8,69,0,1
5313,0,24,7,1,0
5314,0,6.5,11,5,0
5315,1,31.2,54,3,1
5316,1,5.3,85,0,1
5317,0,38.3,62,2,0
5318,0,14.2,74,4,1
5319,1,14.9,73,4,1
5320,1,3.7,91,1,1
5321,0,9.2,74,2,1
5322,1,2.5,96,1,1
5323,0,24.1,12,3,1
5324,1,6.5,91,1,0
5325,1,36.1,57,3,1
5326,0,39,87,5,0
5327,1,9.2,28,4,0
5328,1,30.1,23,0,1
5329,1,8.7,1,3,0
5330,1,22.8,28,1,1
5331,1,6.5,13,2,0
5332,1,37.9,99,2,0
5333,0,30.3,75,4,1
5334,0,15.5,31,1,0
5335,0,10.7,78,3,0
5336,1,12.2,15,2,1
5337,1,3,94,1,0
5338,1,18.4,65,0,0
5339,1,37.1,64,3,1
5340,0,4.5,85,4,1
5341,1,20.4,2,3,0
5342,0,15.7,65,5,0
5343,0,16.4,57,1,0
5344,1,36.3,96,2,1
5345,1,33,15,4,0
5346,0,24.9,56,2,1
5347,1,17.8,35,1,1
5348,0,33.1,89,5,1
5349,0,0.3,72,2,1
5350,1,28,57,5,0
5351,0,6.2,36,3,1
5352,1,38.4,20,2,1
5353,0,19.3,86,2,0
5354,0,36.9,35,4,1
5355,0,13.4,3,4,1
5356,1,9.8,27,3,0
5357,1,19,52,1,0
5358,0,5.4,68,2,1
5359,1,38.4,35,3,1
5360,0,31.6,55,1,1
5361,0,34,18,1,1
5362,0,24.3,6,0,0
5363,0,33.3,97,5,1
5364,1,15.7,83,1,1
5365,0,11.1,11,0,0
5366,1,32.9,14,2,1
5367,0,21.9,45,4,1
5368,0,10.7,32,3,1
5369,0,5.7,86,0,1
5370,1,34.7,51,2,0
5371,0,11.6,78,5,0
5372,1,15.5,35,2,1
5373,1,32,5,3,1
5374,1,39,49,4,1
5375,0,3.5,30,5,0
5376,1,26.1,2,0,0
5377,0,29.9,74,3,0
5378,1,31.9,43,2,0
5379,0,9.9,100,0,1
5380,0,16.6,63,4,0
5381,0,3.6,18,3,0
5382,1,39.4,55,3,1
5383,1,18.1,90,1,1
5384,1,4.3,89,3,1
5385,1,26.5,72,1,1
5386,0,24.4,83,1,0
5387,1,23.4,21,0,0
5388,0,36.4,84,1,0
5389,0,16.3,24,1,0
5390,1,11.7,91,3,0
5391,1,31.2,90,2,0
5392,1,34.3,50,4,0
5393,0,23.5,37,4,1
5394,1,8.3,19,0,1
5395,1,1.7,41,4,0
5396,0,30,42,1,1
5397,0,0.2,20,4,0
5398,1,31.2,9,5,1
5399,1,1,47,1,0
5400,1,11.3,49,4,1
5401,0,20.2,99,5,0
5402,1,13.2,88,1,0
5403,0,34,62,3,1
5404,0,20.7,59,2,1
5405,1,1.1,42,5,1
5406,1,32.8,92,1,0
5407,1,35.8,99,2,0
5408,1,17.7,57,3,0
5409,0,33.7,9,0,0
5410,1,2.8,88,3,1
5411,1,16.9,10,3,0
5412,1,16,95,4,1
5413,0,20.7,96,1,0
5414,1,4.2,8,0,0
5415,0,37,92,2,0
5416,1,9.5,14,3,1
5417,1,0.2,90,1,1
5418,0,8.2,84,1,1
5419,1,12.2,47,3,1
5420,1,34.8,93,2,1
5421,0,12.3,69,4,0
5422,0,5.4,72,2,0
5423,1,5.9,52,0,1
5424,0,12,30,1,1
5425,1,6.4,80,4,1
5426,0,37.8,43,3,0
5427,1,23.6,33,0,0
5428,0,38,23,1,0
5429,0,1.3,14,1,1
5430,1,31.4,58,1,0
5431,1,34.9,99,1,1
5432,1,39.5,15,3,1
5433,0,37.6,98,5,0
5434,1,8.6,2,1,1
5435,0,19.2,24,1,0
5436,1,33.9,51,3,1
5437,1,25.1,61,1,0
5438,1,31.3,49,2,0
5439,1,26.2,17,5,1
5440,1,40,69,0,1
5441,0,5.4,86,4,0
5442,1,25.6,76,0,0
5443,0,12.7,21,5,0
5444,0,19.6,18,2,1
5445,1,3.2,84,3,1
5446,1,9.1,74,2,0
5447,1,8.8,5,0,0
5448,0,17.8,7,3,1
5449,0,31,55,3,0
5450,0,17,67,4,1
5451,1,36.1,49,3,0
5452,1,1,97,4,1
5453,1,8.4,81,0,0
5454,0,34.4,44,3,0
5455,0,38.2,98,1,0
5456,0,24.7,82,4,1
5457,0,26.6,14,2,0
5458,1,6.2,49,2,0
5459,1,12.6,6,2,0
5460,0,8.7,4,0,1
5461,1,20.6,77,1,0
5462,1,4.2,92,0,1
5463,1,35.1,84,4,0
5464,0,35.5,42,0,1
5465,0,37.1,80,2,0
5466,0,33.9,39,1,0
5467,1,23.8,96,1,0
5468,1,15.3,13,3,1
5469,1,39.6,94,3,0
5470,0,1.1,83,2,0
5471,1,8.3,65,2,1
5472,0,32.2,10,1,0
5473,1,11.7,49,2,1
5474,0,21.9,83,2,0
5475,1,15.5,48,1,1
5476,0,0.4,50,2,0
5477,0,24.8,42,2,0
5478,1,10.6,91,1,1
5479,0,39,79,4,1
5480,1,35.4,60,3,0
5481,1,7.1,57,5,1
5482,0,28.4,43,2,0
5483,0,12.2,53,4,1
5484,0,38.2,11,3,0
5485,0,23.6,88,2,0
5486,0,39.8,84,4,1
5487,0,20,26,3,1
5488,1,17.5,69,0,1
5489,1,13.9,73,0,0
5490,0,37.4,80,0,1
5491,0,33.1,52,1,0
5492,1,12.9,96,4,0
5493,0,9.9,22,3,0
5494,0,29.1,23,1,1
5495,0,31.5,73,5,1
5496,0,9.2,25,4,0
5497,1,32.3,70,5,1
5498,1,36.2,69,0,1
5499,1,14.3,94,5,0
5500,0,23.3,45,3,0
5501,1,39.2,31,1,1
5502,0,11.1,18,3,0
5503,1,7.9,31,4,1
5504,0,1,37,3,0
5505,0,12.9,87,2,1
5506,1,11.5,44,5,0
5507,0,0.6,45,1,0
5508,1,24.6,40,2,1
5509,1,19.9,92,3,1
5510,0,28.9,5,4,0
5511,1,35.7,16,2,0
5512,0,10.2,59,5,1
5513,1,29.6,42,4,1
5514,1,24,48,4,1
5515,1,21.6,46,5,1
5516,1,15.3,89,3,0
5517,0,23.4,8,2,0
5518,1,39.8,7,3,0
5519,0,18.6,95,2,1
5520,0,38.9,27,4,0
5521,0,34,23,3,1
5522,0,13.3,30,3,0
5523,1,37.9,30,2,1
5524,0,0.8,10,1,0
5525,0,23.3,97,1,1
5526,0,39.2,44,1,0
5527,1,37.9,16,4,1
5528,0,36.3,43,2,1
5529,1,37.5,63,3,1
5530,1,19.5,75,3,0
5531,0,14,100,3,0
5532,1,25,83,3,1
5533,1,17.4,96,3,1
5534,1,35.4,77,3,1
5535,1,4.1,37,1,1
5536,1,18.9,52,1,0
5537,0,3.5,70,1,0
5538,1,7.4,27,3,0
5539,1,33.5,3,3,1
5540,0,27.8,52,1,1
5541,1,23.3,78,1,1
5542,0,29.6,54,2,0
5543,1,28.9,80,0,0
5544,0,32.4,40,4,1
5545,1,20.3,100,1,0
5546,1,17.1,87,2,0
5547,1,39.3,98,4,1
5548,0,9.7,63,4,1
5549,1,39.3,84,5,1
5550,1,37.5,20,1,0
5551,0,6,41,0,1
5552,1,22.2,75,4,0
5553,1,21.6,17,1,0
5554,0,11,95,3,1
5555,0,28.5,66,5,1
5556,0,39,99,1,0
5557,1,22.9,14,1,0
5558,0,4.6,64,2,0
5559,1,37.7,8,2,1
5560,1,7.9,2,1,1
5561,0,19.4,48,2,1
5562,0,24,28,2,0
5563,1,6.8,38,1,1
5564,1,32.5,64,1,0
5565,1,27.3,24,0,0
5566,1,11.5,14,4,0
5567,1,24.3,49,3,1
5568,1,1.1,77,3,0
5569,1,4.1,27,5,1
5570,0,5.5,84,5,1
5571,0,17.2,67,4,0
5572,1,31,32,0,1
5573,0,4.3,81,4,0
5574,0,28.2,84,4,0
5575,0,11.7,91,2,1
5576,0,36.8,61,5,1
5577,1,31.9,61,1,0
5578,0,30.6,62,0,0
5579,0,32.8,92,5,1
5580,1,34,74,1,0
5581,1,17.1,41,3,0
5582,1,0.9,10,5,1
5583,1,8,92,1,0
5584,1,21.9,65,4,0
5585,0,14.9,99,3,1
5586,1,6.1,28,2,0
5587,0,32.7,76,4,0
5588,1,22,72,3,1
5589,0,27.8,49,5,0
5590,1,2.6,31,1,0
5591,1,14.8,86,4,0
5592,0,17.1,57,4,0
5593,0,26.5,82,1,0
5594,0,31.9,95,5,0
5595,1,33.1,49,5,1
5596,0,1.9,40,5,0
5597,1,36.2,35,4,1
5598,1,3.3,5,0,1
5599,0,10.3,47,1,1
5600,1,31.7,12,5,1
5601,0,20.2,79,3,1
5602,0,11.6,3,0,0
5603,0,30.8,94,3,0
5604,0,29.5,85,1,1
5605,0,5,7,2,1
5606,0,16,50,2,0
5607,1,37.7,25,1,0
5608,1,36.4,53,3,0
5609,0,0.5,32,3,1
5610,0,28.8,83,3,0
5611,0,21.8,45,4,1
5612,1,28.1,7,1,0
5613,1,6.6,15,3,1
5614,1,34.8,71,4,1
5615,0,16.3,65,1,1
5616,1,24.7,63,2,1
5617,0,24.1,31,0,0
5618,0,39.4,71,2,1
5619,1,7.2,67,3,1
5620,0,36.7,43,1,1
5621,0,30.2,77,4,1
5622,1,26.4,42,0,0
5623,1,31.7,13,1,0
5624,0,1.1,50,2,0
5625,0,24.1,32,1,0
5626,1,3.8,28,3,1
5627,0,6.1,62,2,1
5628,1,14.8,22,5,0
5629,0,2.8,73,2,1
5630,0,29.2,48,4,1
5631,0,25.6,85,1,1
5632,1,23.8,71,3,1
5633,1,10.1,31,3,1
5634,1,31.3,24,2,0
5635,1,17.1,19,2,1
5636,0,30,12,1,1
5637,1,6.6,53,3,1
5638,1,22.8,95,2,0
5639,1,2.9,70,2,0
5640,0,3.2,56,5,1
5641,1,4.1,60,1,0
5642,1,8.4,6,2,0
5643,0,10.6,69,0,0
5644,1,25.6,76,1,0
5645,1,5.8,24,2,0
5646,1,3.6,34,0,1
5647,0,5.1,36,3,0
5648,1,6,20,2,0
5649,1,25.7,61,2,1
5650,0,20.7,41,4,1
5651,0,37.6,97,2,1
5652,0,24.6,72,1,1
5653,0,39.3,95,1,0
5654,0,10.6,68,1,0
5655,0,7.3,24,4,1
5656,0,13.2,54,1,0
5657,1,30.5,42,2,0
5658,0,23.3,66,3,1
5659,0,37.3,13,2,1
5660,0,26.3,79,4,1
5661,1,9.5,95,4,1
5662,1,17.4,72,3,1
5663,1,24.1,9,1,1
5664,0,2.6,88,4,1
5665,0,37.5,24,0,1
5666,0,14.9,31,2,1
5667,0,21.1,1,3,1
5668,1,18.5,5,0,0
5669,0,15.7,42,1,1
5670,1,12.3,54,0,0
5671,1,38.3,67,5,0
5672,1,10.4,88,4,1
5673,0,14.1,89,3,0
5674,1,7.5,85,3,1
5675,0,24.5,58,0,0
5676,0,34.5,95,2,1
5677,0,11.8,20,5,1
5678,1,3.9,72,0,0
5679,1,0.5,63,3,0
5680,1,28.8,82,0,0
5681,1,28.7,73,2,1
5682,1,12.2,43,3,0
5683,0,23.2,13,1,0
5684,1,3,36,4,1
5685,1,26.3,27,4,0
5686,0,9,39,5,0
5687,1,35.1,45,1,1
5688,1,32.8,42,4,1
5689,1,17.3,72,2,1
5690,0,23.7,14,1,1
5691,1,2.3,72,2,1
5692,1,9.3,73,4,0
5693,0,30.8,39,4,0
5694,0,35.3,97,4,1
5695,1,10.6,70,2,0
5696,0,32.5,70,2,1
5697,1,28.9,18,1,1
5698,1,26.6,85,2,1
5699,0,37.6,51,1,0
5700,1,28,76,1,0
5701,1,22.7,41,4,1
5702,1,15.6,11,1,1
5703,1,29.4,63,3,0
5704,0,8,17,3,0
5705,1,37.8,63,3,0
5706,0,11.5,24,1,0
5707,1,24.4,58,2,1
5708,0,8.2,57,3,0
5709,0,35.5,48,4,1
5710,0,9.9,87,5,1
5711,0,6.3,41,4,1
5712,1,2.1,72,2,0
5713,0,30.2,64,4,0
5714,1,4.4,6,1,0
5715,0,15.4,33,2,0
5716,0,35,73,2,0
5717,0,13.9,91,2,1
5718,0,24.3,74,3,1
5719,1,32.7,39,1,0
5720,1,3.5,57,3,1
5721,0,15.4,3,5,1
5722,1,19,64,0,1
5723,1,36.8,84,3,0
5724,0,5.9,3,1,0
5725,0,17.5,75,2,0
5726,0,16.1,14,4,0
5727,0,2.5,63,2,1
5728,0,32.2,34,1,1
5729,0,18.5,74,0,1
5730,0,28.9,12,5,0
5731,1,17.4,37,2,1
5732,0,21.1,42,4,0
5733,0,37.2,39,0,1
5734,0,16.3,84,3,0
5735,1,35.9,4,3,0
5736,1,5.9,79,1,0
5737,1,0.1,92,1,0
5738,1,5.9,56,3,1
5739,0,32.7,31,2,1
5740,0,14.3,4,2,1
5741,0,19.5,85,4,1
5742,0,17.7,52,3,1
5743,0,20.3,100,1,1
5744,1,14.7,91,3,0
5745,0,27.2,55,1,1
5746,1,16.1,22,4,1
5747,1,27,5,4,1
5748,1,34.6,53,4,0
5749,1,3.2,29,4,1
5750,1,7.6,49,4,1
5751,1,5.6,21,4,1
5752,0,36.4,93,2,1
5753,1,34.7,70,4,1
5754,0,37.8,72,3,1
5755,0,0.6,90,2,1
5756,1,1.2,45,2,0
5757,1,31.4,16,2,1
5758,1,9.9,41,2,0
5759,0,10.8,22,1,0
5760,1,5.4,63,2,1
5761,1,24.5,41,3,1
5762,1,34,8,4,1
5763,1,30.1,7,4,0
5764,0,32.7,25,4,0
5765,1,21.9,44,5,0
5766,0,27,27,2,1
5767,0,24.7,5,1,0
5768,0,18.5,90,3,0
5769,0,31.3,98,2,0
5770,1,19,46,1,0
5771,0,35.9,18,0,1
5772,1,24.4,94,1,1
5773,1,38,28,4,0
5774,0,17.1,78,3,0
5775,1,15,94,3,0
5776,0,24.9,97,2,0
5777,1,2.2,10,5,1
5778,0,8.6,16,5,0
5779,1,37,13,1,0
5780,1,33.8,72,1,0
5781,1,17.5,44,1,0
5782,1,40,87,3,1
5783,1,16.9,33,2,1
5784,0,31.7,66,2,1
5785,0,13.1,46,4,1
5786,1,26.7,82,2,0
5787,1,35.1,85,3,1
5788,0,30.8,17,3,0
5789,1,25.1,23,1,1
5790,1,12.1,13,3,1
5791,0,21.7,62,3,0
5792,1,17.6,22,0,1
5793,1,17.4,26,3,1
5794,1,35.5,50,1,0
5795,0,5.4,4,2,1
5796,0,27.4,38,0,1
5797,1,4,7,5,0
5798,1,32.5,30,3,0
5799,0,37.1,75,4,1
5800,1,22.6,23,5,0
5801,1,23.4,75,3,0
5802,0,2.1,83,5,1
5803,1,18.8,30,1,1
5804,0,0.7,47,4,1
5805,0,16.3,51,1,0
5806,0,38.2,58,1,0
5807,0,21.9,99,1,0
5808,1,22.4,34,5,1
5809,1,27.7,88,4,0
5810,0,37.6,76,5,1
5811,1,26.1,57,0,1
5812,1,1.1,16,3,1
5813,0,17.4,83,5,0
5814,0,32.7,21,1,0
5815,0,18.3,35,4,0
5816,0,7.1,56,2,0
5817,1,16.9,75,2,0
5818,0,18.5,43,0,0
5819,1,34.5,19,1,0
5820,1,22.9,99,0,1
5821,1,36.6,93,1,1
5822,1,28.8,54,4,0
5823,0,12.1,83,0,1
5824,1,33.5,56,4,1
5825,0,20.5,57,1,1
5826,1,29.1,12,1,0
5827,0,4.1,43,4,1
5828,1,35.7,42,0,1
5829,1,12.2,3,1,1
5830,0,12.4,100,0,1
5831,0,8,7,1,1
5832,1,19.4,61,3,1
5833,0,0.1,95,3,1
5834,1,21.4,53,0,0
5835,0,12.7,3,4,0
5836,0,39.5,80,1,0
5837,0,39.8,60,3,0
5838,0,0.8,36,5,1
5839,1,14.6,39,1,1
5840,1,31,20,2,0
5841,1,21.3,24,3,1
5842,1,31.2,37,3,1
5843,1,25.2,84,1,1
5844,1,22.8,51,1,0
5845,1,28.9,70,2,0
5846,0,11.3,25,3,1
5847,1,15.5,88,2,0
5848,1,38.8,96,3,0
5849,1,31.7,92,2,1
5850,0,25.1,96,5,0
5851,0,12.8,71,4,0
5852,1,21.9,2,5,1
5853,1,15.3,21,1,0
5854,1,17.8,26,5,0
5855,0,22.2,38,1,0
5856,1,4.6,37,4,0
5857,1,3.1,92,2,0
5858,1,25.7,58,1,1
5859,0,4.8,83,4,1
5860,0,35.8,81,2,1
5861,1,30.5,38,3,1
5862,1,27.9,19,4,0
5863,1,5.4,29,2,0
5864,1,8.1,10,1,0
5865,0,22.2,31,5,1
5866,0,34.1,40,4,0
5867,0,37.1,83,2,1
5868,1,16.1,25,3,0
5869,0,8.3,69,1,0
5870,1,20.8,7,5,1
5871,1,23.8,73,3,1
5872,1,10.5,88,2,0
5873,1,29.9,26,4,0
5874,1,4.2,60,4,0
5875,1,11,27,2,0
5876,1,34.8,18,4,1
5877,0,16.6,59,4,1
5878,0,31.8,99,3,0
5879,1,0.7,68,3,1
5880,1,33.3,69,4,0
5881,1,9.8,8,1,0
5882,1,4.9,47,4,1
5883,1,15.2,32,1,1
5884,1,1.7,89,3,1
5885,0,21.8,35,2,0
5886,0,39.6,77,4,1
5887,1,1.8,29,5,1
5888,0,26.3,21,3,0
5889,0,3.1,72,0,1
5890,0,38,83,1,1
5891,1,7.6,26,3,1
5892,1,15.2,64,1,0
5893,1,35,32,4,1
5894,1,36.7,99,1,0
5895,1,28.7,74,2,0
5896,1,9.4,34,5,0
5897,0,39.4,86,3,0
5898,1,12.2,57,1,0
5899,1,21.3,87,5,1
5900,0,32.6,38,2,0
5901,1,33.3,65,3,0
5902,1,6.6,32,1,1
5903,1,26.7,96,1,0
5904,1,30.4,20,4,1
5905,1,38.1,72,5,0
5906,1,26.8,43,4,0
5907,1,10.3,84,5,1
5908,1,17.9,65,0,1
5909,0,15.7,68,1,1
5910,1,0.2,97,4,0
5911,0,0.8,29,4,0
5912,0,11.5,29,5,0
5913,0,22.7,42,0,1
5914,0,12.1,41,1,1
5915,0,10.2,47,3,1
5916,1,15.1,84,2,0
5917,0,13.3,74,4,0
5918,0,39.6,86,2,1
5919,0,14.9,98,3,1
5920,1,25,73,2,1
5921,0,21,7,4,1
5922,0,24.1,27,1,0
5923,0,21.9,96,2,0
5924,0,12.9,83,2,0
5925,1,27,52,0,1
5926,1,6.1,75,3,1
5927,1,36.8,65,2,0
5928,0,7.8,59,4,0
5929,0,39.9,56,3,1
5930,1,12,42,3,0
5931,0,37.3,11,4,0
5932,1,2.2,39,1,0
5933,0,4.1,76,0,1
5934,0,35.2,45,5,0
5935,1,33.2,84,1,1
5936,0,26.6,64,0,0
5937,1,29.4,68,2,0
5938,1,2,85,5,0
5939,0,17.9,88,2,1
5940,1,37.7,38,1,0
5941,1,29.8,54,3,1
5942,0,7.8,32,4,0
5943,1,7.6,24,3,0
5944,1,5.7,44,5,1
5945,1,24.7,97,5,1
5946,0,4,25,1,1
5947,0,39,41,5,1
5948,1,9.7,41,1,1
5949,1,12.9,79,2,1
5950,1,38.5,86,3,0
5951,1,2.9,99,4,1
5952,0,31.4,60,1,1
5953,0,6.5,67,3,1
5954,1,3.3,42,1,0
5955,1,38.6,47,1,1
5956,1,39,65,5,0
5957,1,36.5,55,0,0
5958,1,9.6,71,3,1
5959,1,30,48,5,1
5960,0,30.4,6,5,0
5961,0,8.9,23,4,1
5962,0,2.2,60,0,1
5963,0,26.6,58,2,1
5964,1,30.5,16,1,0
5965,1,20.3,3,4,0
5966,0,0.4,95,4,1
5967,0,31.7,6,1,0
5968,1,4.8,87,1,0
5969,1,5.8,48,5,1
5970,0,6.8,20,5,0
5971,1,17.7,23,2,1
5972,0,30.1,64,2,0
5973,1,35.4,10,3,0
5974,1,32.5,59,2,1
5975,1,22.4,76,4,1
5976,1,18.1,92,4,0
5977,0,27.5,41,3,1
5978,0,32.1,32,5,1
5979,1,1.8,95,1,1
5980,0,25.6,36,3,1
5981,0,19.2,43,3,0
5982,1,8.7,45,1,1
5983,1,8.4,44,3,1
5984,1,2.3,44,5,0
5985,1,3.3,100,2,0
5986,0,27.7,46,4,0
5987,1,13.2,4,3,0
5988,1,10.6,24,2,0
5989,0,30.2,65,4,0
5990,0,14.5,15,2,0
5991,1,32.7,11,1,1
5992,0,37.1,75,3,0
5993,1,22.2,32,3,1
5994,1,13.6,49,1,1
5995,0,38.6,7,5,0
5996,1,12.5,11,0,1
5997,0,5,58,4,1
5998,1,2.7,95,3,0
5999,1,21.6,6,4,1
6000,1,23,90,1,1
6001,0,30.8,6,4,1
